date,trips,precipitation,snow_depth,snowfall,max_t,min_t,average_wind_speed,dow,year,month,holiday,stations_in_service,weekday,weekday_non_holiday,dt,day,season
2014-5-16,17784,1.53937,0,0,20,14.4,6.48712,5,2014,5,0,330,1,1,5.6,16,1
2014-5-17,29912,0,0,0,21.1,11.7,4.92126,6,2014,5,0,330,0,0,9.4,17,1
2014-5-18,27436,0,0,0,19.4,10.6,5.81603,0,2014,5,0,330,0,0,8.8,18,1
2014-5-19,31692,0,0,0,22.2,9.4,4.69757,1,2014,5,0,330,1,1,12.8,19,1
2014-5-20,35567,0,0,0,25.6,11.7,3.13171,2,2014,5,0,330,1,1,13.9,20,1
2014-5-21,34420,0,0,0,23.3,17.2,2.46063,3,2014,5,0,330,1,1,6.1,21,1
2014-5-22,24535,0.240157,0,0,19.4,15,3.13171,4,2014,5,0,330,1,1,4.4,22,1
2014-5-23,24484,0.909449,0,0,21.7,13.3,4.25018,5,2014,5,0,329,1,1,8.4,23,1
2014-5-24,16798,0.401575,0,0,21.1,13.9,3.5791,6,2014,5,0,328,0,0,7.2,24,1
2014-5-25,25637,0,0,0,26.7,12.8,2.01324,0,2014,5,0,328,0,0,13.9,25,1
2014-5-26,26930,0,0,0,30,18.9,4.92126,1,2014,5,1,328,1,0,11.1,26,1
2014-5-27,32936,0,0,0,30,17.8,4.25018,2,2014,5,0,328,1,1,12.2,27,1
2014-5-28,29690,0,0,0,17.8,12.2,7.60558,3,2014,5,0,328,1,1,5.6,28,1
2014-5-29,33889,0,0,0,18.9,10.6,4.25018,4,2014,5,0,327,1,1,8.3,29,1
2014-5-30,34343,0,0,0,23.9,12.8,2.46063,5,2014,5,0,327,1,1,11.1,30,1
2014-5-31,27734,0.0511811,0,0,22.8,13.9,5.81603,6,2014,5,0,327,0,0,8.9,31,1
2014-6-1,31333,0,0,0,25,12.8,3.5791,0,2014,6,0,327,0,0,12.2,1,2
2014-6-2,34519,0,0,0,26.7,15,4.47387,1,2014,6,0,327,1,1,11.7,2,2
2014-6-3,29501,0.11811,0,0,30.6,18.3,4.02649,2,2014,6,0,327,1,1,12.3,3,2
2014-6-4,36068,0,0,0,27.8,17.2,3.5791,3,2014,6,0,327,1,1,10.6,4,2
2014-6-5,24619,0.870079,0,0,24.4,16.1,5.59234,4,2014,6,0,327,1,1,8.3,5,2
2014-6-6,37719,0,0,0,24.4,16.1,4.47387,5,2014,6,0,327,1,1,8.3,6,2
2014-6-7,31204,0,0,0,27.8,15.6,2.90802,6,2014,6,0,327,0,0,12.2,7,2
2014-6-8,30162,0,0,0,30,18.9,2.90802,0,2014,6,0,327,0,0,11.1,8,2
2014-6-9,18611,1.59843,0,0,22.8,17.2,4.25018,1,2014,6,0,327,1,1,5.6,9,2
2014-6-10,33435,0,0,0,25,18.3,3.3554,2,2014,6,0,327,1,1,6.7,10,2
2014-6-11,30548,0.019685,0,0,21.1,16.1,7.1582,3,2014,6,0,328,1,1,5,11,2
2014-6-12,29084,0.0708661,0,0,22.8,15.6,5.59234,4,2014,6,0,328,1,1,7.2,12,2
2014-6-13,18308,1.27953,0,0,26.1,18.3,3.5791,5,2014,6,0,328,1,1,7.8,13,2
2014-6-14,28417,0,0,0,23.3,15.6,4.69757,6,2014,6,0,328,0,0,7.7,14,2
2014-6-15,28382,0,0,0,26.7,15,4.25018,0,2014,6,0,328,0,0,11.7,15,2
2014-6-16,34932,0,0,0,27.2,17.2,2.90802,1,2014,6,0,328,1,1,10,16,2
2014-6-17,35097,0,0,0,31.7,21.7,4.02649,2,2014,6,0,329,1,1,10,17,2
2014-6-18,35531,0,0,0,31.7,24.4,5.81603,3,2014,6,0,329,1,1,7.3,18,2
2014-6-19,31724,0.149606,0,0,25,20,3.80279,4,2014,6,0,329,1,1,5,19,2
2014-6-20,34405,0,0,0,26.1,17.8,4.47387,5,2014,6,0,328,1,1,8.3,20,2
2014-6-21,30288,0,0,0,25.6,16.7,4.92126,6,2014,6,0,328,0,0,8.9,21,2
2014-6-22,29417,0,0,0,26.1,17.8,2.01324,0,2014,6,0,328,0,0,8.3,22,2
2014-6-23,32580,0,0,0,27.2,18.3,2.68432,1,2014,6,0,328,1,1,8.9,23,2
2014-6-24,35897,0,0,0,27.2,20,4.92126,2,2014,6,0,328,1,1,7.2,24,2
2014-6-25,34340,0.0787402,0,0,29.4,21.1,4.92126,3,2014,6,0,328,1,1,8.3,25,2
2014-6-26,34846,0.0708661,0,0,29.4,21.1,4.69757,4,2014,6,0,328,1,1,8.3,26,2
2014-6-27,35823,0,0,0,28.3,19.4,2.90802,5,2014,6,0,328,1,1,8.9,27,2
2014-6-28,28507,0,0,0,30.6,18.9,2.90802,6,2014,6,0,328,0,0,11.7,28,2
2014-6-29,27986,0,0,0,28.3,20,2.68432,0,2014,6,0,328,0,0,8.3,29,2
2014-6-30,33597,0,0,0,28.9,20.6,2.68432,1,2014,6,0,328,1,1,8.3,30,2
2014-7-1,34854,0,0,0,31.7,22.2,5.14495,2,2014,7,0,328,1,1,9.5,1,2
2014-7-2,26582,0.96063,0,0,32.8,22.2,3.80279,3,2014,7,0,328,1,1,10.6,2,2
2014-7-3,27587,1.77953,0,0,30.6,20.6,2.90802,4,2014,7,0,327,1,1,10,3,2
2014-7-4,13612,0.141732,0,0,23.3,18.3,5.36865,5,2014,7,1,327,1,0,5,4,2
2014-7-5,22913,0,0,0,27.2,17.2,6.71081,6,2014,7,0,327,0,0,10,5,2
2014-7-6,23822,0,0,0,28.9,18.9,4.92126,0,2014,7,0,327,0,0,10,6,2
2014-7-7,31863,0.0393701,0,0,32.2,22.2,5.81603,1,2014,7,0,327,1,1,10,7,2
2014-7-8,32713,0.389764,0,0,32.8,21.7,4.69757,2,2014,7,0,327,1,1,11.1,8,2
2014-7-9,34426,0.0905512,0,0,31.1,21.7,4.25018,3,2014,7,0,327,1,1,9.4,9,2
2014-7-10,36288,0,0,0,28.3,22.2,2.90802,4,2014,7,0,327,1,1,6.1,10,2
2014-7-11,35000,0,0,0,30,21.7,4.02649,5,2014,7,0,327,1,1,8.3,11,2
2014-7-12,28718,0,0,0,29.4,21.7,3.3554,6,2014,7,0,327,0,0,7.7,12,2
2014-7-13,24869,0.0314961,0,0,28.3,22.2,5.14495,0,2014,7,0,327,0,0,6.1,13,2
2014-7-14,25825,0.46063,0,0,28.9,22.2,4.47387,1,2014,7,0,327,1,1,6.7,14,2
2014-7-15,22963,1.29921,0,0,30,22.2,2.68432,2,2014,7,0,327,1,1,7.8,15,2
2014-7-16,35391,0,0,0,27.2,20,3.80279,3,2014,7,0,327,1,1,7.2,16,2
2014-7-17,38619,0,0,0,27.2,19.4,4.02649,4,2014,7,0,328,1,1,7.8,17,2
2014-7-18,36105,0,0,0,27.2,17.8,4.02649,5,2014,7,0,328,1,1,9.4,18,2
2014-7-19,29291,0,0,0,24.4,20,5.14495,6,2014,7,0,328,0,0,4.4,19,2
2014-7-20,30296,0,0,0,26.7,18.9,4.02649,0,2014,7,0,328,0,0,7.8,20,2
2014-7-21,35670,0,0,0,29.4,19.4,2.01324,1,2014,7,0,328,1,1,10,21,2
2014-7-22,36886,0,0,0,30,21.7,3.80279,2,2014,7,0,328,1,1,8.3,22,2
2014-7-23,34173,0.188976,0,0,31.1,22.2,4.92126,3,2014,7,0,328,1,1,8.9,23,2
2014-7-24,36693,0,0,0,26.7,21.1,4.92126,4,2014,7,0,328,1,1,5.6,24,2
2014-7-25,36384,0,0,0,27.8,18.9,4.25018,5,2014,7,0,328,1,1,8.9,25,2
2014-7-26,27179,0,0,0,27.2,20.6,4.25018,6,2014,7,0,328,0,0,6.6,26,2
2014-7-27,27004,0.019685,0,0,29.4,21.7,3.3554,0,2014,7,0,328,0,0,7.7,27,2
2014-7-28,33189,0.188976,0,0,27.8,20,7.38189,1,2014,7,0,328,1,1,7.8,28,2
2014-7-29,37092,0,0,0,24.4,17.8,4.92126,2,2014,7,0,328,1,1,6.6,29,2
2014-7-30,37377,0,0,0,26.7,17.2,2.90802,3,2014,7,0,327,1,1,9.5,30,2
2014-7-31,35458,0,0,0,27.8,20,3.3554,4,2014,7,0,326,1,1,7.8,31,2
2014-8-1,32654,0,0,0,28.9,21.7,3.80279,5,2014,8,0,326,1,1,7.2,1,2
2014-8-2,26784,0.409449,0,0,23.3,17.2,6.03973,6,2014,8,0,326,0,0,6.1,2,2
2014-8-3,25276,0.0708661,0,0,24.4,18.9,2.23694,0,2014,8,0,326,0,0,5.5,3,2
2014-8-4,33822,0,0,0,28.9,21.1,3.3554,1,2014,8,0,326,1,1,7.8,4,2
2014-8-5,34392,0,0,0,32.2,21.7,2.46063,2,2014,8,0,326,1,1,10.5,5,2
2014-8-6,36336,0,0,0,28.3,21.1,2.90802,3,2014,8,0,326,1,1,7.2,6,2
2014-8-7,36362,0,0,0,28.3,18.9,4.25018,4,2014,8,0,326,1,1,9.4,7,2
2014-8-8,34073,0,0,0,28.3,18.3,3.13171,5,2014,8,0,326,1,1,10,8,2
2014-8-9,31636,0,0,0,30.6,18.9,2.90802,6,2014,8,0,326,0,0,11.7,9,2
2014-8-10,26749,0,0,0,31.1,20,2.90802,0,2014,8,0,326,0,0,11.1,10,2
2014-8-11,33664,0,0,0,30.6,21.7,3.13171,1,2014,8,0,327,1,1,8.9,11,2
2014-8-12,26261,0.188976,0,0,26.1,21.1,5.81603,2,2014,8,0,327,1,1,5,12,2
2014-8-13,27977,0.531496,0,0,27.8,20,5.59234,3,2014,8,0,327,1,1,7.8,13,2
2014-8-14,35154,0,0,0,25,17.2,4.69757,4,2014,8,0,327,1,1,7.8,14,2
2014-8-15,32480,0,0,0,22.8,16.1,5.36865,5,2014,8,0,326,1,1,6.7,15,2
2014-8-16,32017,0,0,0,25.6,17.2,4.02649,6,2014,8,0,326,0,0,8.4,16,2
2014-8-17,27417,0.011811,0,0,27.8,18.9,3.5791,0,2014,8,0,326,0,0,8.9,17,2
2014-8-18,34339,0,0,0,27.2,17.2,4.47387,1,2014,8,0,325,1,1,10,18,2
2014-8-19,35367,0,0,0,28.3,17.2,3.80279,2,2014,8,0,325,1,1,11.1,19,2
2014-8-20,35532,0,0,0,28.9,21.1,2.23694,3,2014,8,0,325,1,1,7.8,20,2
2014-8-21,33804,0.350394,0,0,28.3,18.3,3.5791,4,2014,8,0,325,1,1,10,21,2
2014-8-22,30406,0.0590551,0,0,26.1,18.3,4.69757,5,2014,8,0,325,1,1,7.8,22,2
2014-8-23,26429,0.011811,0,0,25,19.4,4.69757,6,2014,8,0,325,0,0,5.6,23,2
2014-8-24,27493,0,0,0,26.7,17.8,3.13171,0,2014,8,0,325,0,0,8.9,24,2
2014-8-25,32892,0,0,0,31.1,17.8,2.68432,1,2014,8,0,326,1,1,13.3,25,2
2014-8-26,34519,0,0,0,31.7,21.1,2.23694,2,2014,8,0,326,1,1,10.6,26,2
2014-8-27,33721,0,0,0,32.2,21.1,3.3554,3,2014,8,0,326,1,1,11.1,27,2
2014-8-28,33927,0,0,0,27.8,18.9,5.36865,4,2014,8,0,326,1,1,8.9,28,2
2014-8-29,31264,0,0,0,26.7,16.1,3.3554,5,2014,8,0,326,1,1,10.6,29,2
2014-8-30,22689,0,0,0,26.7,18.3,2.23694,6,2014,8,0,326,0,0,8.4,30,2
2014-8-31,18053,0.61811,0,0,32.2,22.8,3.3554,0,2014,8,0,326,0,0,9.4,31,2
2014-9-1,23575,0,0,0,31.1,23.9,2.90802,1,2014,9,1,326,1,0,7.2,1,3
2014-9-2,30507,0,0,0,33.3,25,5.36865,2,2014,9,0,326,1,1,8.3,2,3
2014-9-3,35535,0,0,0,30,22.2,3.3554,3,2014,9,0,326,1,1,7.8,3,3
2014-9-4,36496,0,0,0,30.6,20.6,2.68432,4,2014,9,0,326,1,1,10,4,3
2014-9-5,34831,0,0,0,30.6,22.2,2.90802,5,2014,9,0,326,1,1,8.4,5,3
2014-9-6,25833,0.110236,0,0,32.8,19.4,4.69757,6,2014,9,0,326,0,0,13.4,6,3
2014-9-7,29721,0,0,0,27.2,18.3,4.69757,0,2014,9,0,326,0,0,8.9,7,3
2014-9-8,34335,0,0,0,23.9,18.3,7.60558,1,2014,9,0,326,1,1,5.6,8,3
2014-9-9,34518,0,0,0,22.8,17.2,7.82928,2,2014,9,0,326,1,1,5.6,9,3
2014-9-10,37653,0,0,0,26.7,17.2,5.81603,3,2014,9,0,326,1,1,9.5,10,3
2014-9-11,37081,0,0,0,28.3,20.6,4.69757,4,2014,9,0,326,1,1,7.7,11,3
2014-9-12,37204,0,0,0,25.6,16.7,5.14495,5,2014,9,0,325,1,1,8.9,12,3
2014-9-13,17293,0.259843,0,0,20.6,14.4,5.14495,6,2014,9,0,325,0,0,6.2,13,3
2014-9-14,28688,0,0,0,21.7,11.7,3.13171,0,2014,9,0,325,0,0,10,14,3
2014-9-15,35045,0,0,0,21.7,12.8,2.90802,1,2014,9,0,326,1,1,8.9,15,3
2014-9-16,25633,0.370079,0,0,21.1,14.4,2.23694,2,2014,9,0,326,1,1,6.7,16,3
2014-9-17,37453,0,0,0,22.8,12.8,2.68432,3,2014,9,0,327,1,1,10,17,3
2014-9-18,37381,0,0,0,24.4,13.9,2.68432,4,2014,9,0,327,1,1,10.5,18,3
2014-9-19,34713,0,0,0,18.9,12.2,7.60558,5,2014,9,0,327,1,1,6.7,19,3
2014-9-20,30011,0,0,0,23.9,13.9,2.90802,6,2014,9,0,327,0,0,10,20,3
2014-9-21,26080,0.149606,0,0,23.9,19.4,1.56586,0,2014,9,0,327,0,0,4.5,21,3
2014-9-22,33239,0,0,0,21.7,12.8,6.71081,1,2014,9,0,327,1,1,8.9,22,3
2014-9-23,36347,0,0,0,21.7,11.1,1.78955,2,2014,9,0,327,1,1,10.6,23,3
2014-9-24,35481,0,0,0,21.7,14.4,5.59234,3,2014,9,0,328,1,1,7.3,24,3
2014-9-25,16650,0.318898,0,0,17.8,13.9,8.27666,4,2014,9,0,328,1,1,3.9,25,3
2014-9-26,35116,0,0,0,25,14.4,4.25018,5,2014,9,0,328,1,1,10.6,26,3
2014-9-27,30193,0,0,0,28.3,15.6,2.46063,6,2014,9,0,328,0,0,12.7,27,3
2014-9-28,29021,0,0,0,28.9,17.8,1.78955,0,2014,9,0,328,0,0,11.1,28,3
2014-9-29,33161,0,0,0,26.1,19.4,0.671081,1,2014,9,0,328,1,1,6.7,29,3
2014-9-30,35093,0,0,0,21.7,16.7,4.69757,2,2014,9,0,328,1,1,5,30,3
2014-10-1,27942,0.019685,0,0,18.3,16.1,6.03973,3,2014,10,0,328,1,1,2.2,1,3
2014-10-2,34492,0,0,0,21.1,16.1,4.69757,4,2014,10,0,328,1,1,5,2,3
2014-10-3,34944,0,0,0,21.7,13.3,4.25018,5,2014,10,0,328,1,1,8.4,3,3
2014-10-4,13354,1.1811,0,0,20.6,11.1,6.71081,6,2014,10,0,328,0,0,9.5,4,3
2014-10-5,23456,0,0,0,16.1,7.8,5.59234,0,2014,10,0,328,0,0,8.3,5,3
2014-10-6,31742,0,0,0,20.6,10,3.80279,1,2014,10,0,328,1,1,10.6,6,3
2014-10-7,32892,0.0590551,0,0,21.7,17.2,4.69757,2,2014,10,0,328,1,1,4.5,7,3
2014-10-8,33607,0.0393701,0,0,22.8,16.7,7.1582,3,2014,10,0,328,1,1,6.1,8,3
2014-10-9,32203,0,0,0,20,12.8,5.59234,4,2014,10,0,328,1,1,7.2,9,3
2014-10-10,30887,0,0,0,17.8,11.1,2.23694,5,2014,10,0,328,1,1,6.7,10,3
2014-10-11,12965,0.330709,0,0,15.6,10,4.47387,6,2014,10,0,328,0,0,5.6,11,3
2014-10-12,23394,0,0,0,17.2,8.9,2.68432,0,2014,10,0,328,0,0,8.3,12,3
2014-10-13,22752,0.0511811,0,0,18.3,11.1,2.68432,1,2014,10,0,328,1,1,7.2,13,3
2014-10-14,32614,0,0,0,24.4,17.2,4.69757,2,2014,10,0,328,1,1,7.2,14,3
2014-10-15,28743,0.688976,0,0,25,20.6,5.14495,3,2014,10,0,328,1,1,4.4,15,3
2014-10-16,26754,1.11024,0,0,21.7,16.1,4.02649,4,2014,10,0,328,1,1,5.6,16,3
2014-10-17,34132,0,0,0,21.7,15,4.47387,5,2014,10,0,328,1,1,6.7,17,3
2014-10-18,24978,0,0,0,21.1,13.3,6.26342,6,2014,10,0,328,0,0,7.8,18,3
2014-10-19,18840,0,0,0,13.3,6.7,7.60558,0,2014,10,0,328,0,0,6.6,19,3
2014-10-20,27914,0,0,0,15.6,5.6,3.80279,1,2014,10,0,328,1,1,10,20,3
2014-10-21,31330,0.110236,0,0,19.4,12.8,3.5791,2,2014,10,0,328,1,1,6.6,21,3
2014-10-22,9169,1.51181,0,0,14.4,10,9.39513,3,2014,10,0,328,1,1,4.4,22,3
2014-10-23,13371,0.610236,0,0,11.7,10,7.60558,4,2014,10,0,328,1,1,1.7,23,3
2014-10-24,29837,0,0,0,17.2,10.6,4.47387,5,2014,10,0,328,1,1,6.6,24,3
2014-10-25,24952,0.011811,0,0,19.4,10,5.81603,6,2014,10,0,328,0,0,9.4,25,3
2014-10-26,20768,0,0,0,17.2,11.7,7.82928,0,2014,10,0,328,0,0,5.5,26,3
2014-10-27,28806,0,0,0,17.2,8.9,5.14495,1,2014,10,0,328,1,1,8.3,27,3
2014-10-28,32956,0,0,0,22.2,11.7,2.90802,2,2014,10,0,328,1,1,10.5,28,3
2014-10-29,29999,0,0,0,22.2,10.6,4.92126,3,2014,10,0,328,1,1,11.6,29,3
2014-10-30,31133,0,0,0,15,8.3,3.5791,4,2014,10,0,329,1,1,6.7,30,3
2014-10-31,27785,0.0511811,0,0,12.8,7.2,6.48712,5,2014,10,0,328,1,1,5.6,31,3
2014-11-1,6002,0.350394,0,0,8.3,5.6,8.94775,6,2014,11,0,328,0,0,2.7,1,3
2014-11-2,14100,0,0,0,8.9,5,10.7373,0,2014,11,0,328,0,0,3.9,2,3
2014-11-3,26757,0,0,0,16.1,3.9,5.81603,1,2014,11,0,328,1,1,12.2,3,3
2014-11-4,31174,0,0,0,20,11.7,4.69757,2,2014,11,0,328,1,1,8.3,4,3
2014-11-5,30539,0,0,0,17.8,13.3,4.47387,3,2014,11,0,328,1,1,4.5,5,3
2014-11-6,12283,0.370079,0,0,13.9,8.9,3.13171,4,2014,11,0,328,1,1,5,6,3
2014-11-7,25355,0,0,0,11.7,4.4,7.38189,5,2014,11,0,328,1,1,7.3,7,3
2014-11-8,17443,0,0,0,8.9,2.2,6.03973,6,2014,11,0,328,0,0,6.7,8,3
2014-11-9,18207,0,0,0,13.9,7.8,2.68432,0,2014,11,0,327,0,0,6.1,9,3
2014-11-10,27655,0,0,0,16.1,6.7,2.46063,1,2014,11,0,327,1,1,9.4,10,3
2014-11-11,29358,0,0,0,17.8,9.4,3.3554,2,2014,11,0,328,1,1,8.4,11,3
2014-11-12,27807,0,0,0,18.3,8.3,2.68432,3,2014,11,0,329,1,1,10,12,3
2014-11-13,20652,0.200787,0,0,8.9,2.2,3.5791,4,2014,11,0,329,1,1,6.7,13,3
2014-11-14,21082,0.0590551,0,0,5.6,1.7,7.1582,5,2014,11,0,329,1,1,3.9,14,3
2014-11-15,14057,0,0,0,5.6,0.6,3.5791,6,2014,11,0,329,0,0,5,15,3
2014-11-16,13272,0.0314961,0,0,7.2,1.7,3.80279,0,2014,11,0,329,0,0,5.5,16,3
2014-11-17,8116,1.53937,0,0,11.1,4.4,3.80279,1,2014,11,0,329,1,1,6.7,17,3
2014-11-18,16691,0,0,0,7.2,-4.3,10.0662,2,2014,11,0,329,1,1,11.5,18,3
2014-11-19,16694,0,0,0,2.2,-5.5,7.1582,3,2014,11,0,329,1,1,7.7,19,3
2014-11-20,20611,0,0,0,7.2,-0.5,7.1582,4,2014,11,0,329,1,1,7.7,20,3
2014-11-21,17806,0,0,0,2.8,-2.1,7.60558,5,2014,11,0,329,1,1,4.9,21,3
2014-11-22,12682,0,0,0,6.7,-2.1,4.92126,6,2014,11,0,329,0,0,8.8,22,3
2014-11-23,15669,0,0,0,13.9,6.1,3.80279,0,2014,11,0,329,0,0,7.8,23,3
2014-11-24,23031,0.700787,0,0,20.6,11.7,5.36865,1,2014,11,0,329,1,1,8.9,24,3
2014-11-25,25580,0,0,0,20,10.6,5.14495,2,2014,11,0,329,1,1,9.4,25,3
2014-11-26,3675,1.24016,0,0.19685,10.6,1.1,8.72405,3,2014,11,0,329,1,1,9.5,26,3
2014-11-27,3945,0.019685,0,0,3.3,1.1,5.14495,4,2014,11,1,329,1,0,2.2,27,3
2014-11-28,8378,0,0,0,2.8,-1.6,5.81603,5,2014,11,1,329,1,0,4.4,28,3
2014-11-29,8183,0,0,0,7.2,-2.7,3.5791,6,2014,11,0,329,0,0,9.9,29,3
2014-11-30,12384,0,0,0,12.8,7.2,4.25018,0,2014,11,0,329,0,0,5.6,30,3
2014-12-1,18519,0.0905512,0,0,18.3,5.6,6.71081,1,2014,12,0,329,1,1,12.7,1,4
2014-12-2,15367,0.0787402,0,0,6.1,1.7,9.17144,2,2014,12,0,329,1,1,4.4,2,4
2014-12-3,13472,0.0590551,0,0,7.8,5,7.60558,3,2014,12,0,329,1,1,2.8,3,4
2014-12-4,21335,0,0,0,7.2,2.8,5.81603,4,2014,12,0,329,1,1,4.4,4,4
2014-12-5,15818,0.511811,0,0,6.7,1.1,6.03973,5,2014,12,0,329,1,1,5.6,5,4
2014-12-6,4047,1.22047,0,0,10,3.9,4.02649,6,2014,12,0,329,0,0,6.1,6,4
2014-12-7,10510,0.0393701,0,0,5.6,-1,11.8558,0,2014,12,0,329,0,0,6.6,7,4
2014-12-8,15557,0,0,0,2.8,-4.3,11.4084,1,2014,12,0,329,1,1,7.1,8,4
2014-12-9,6713,2.53937,0,0,5.6,2.2,10.2899,2,2014,12,0,329,1,1,3.4,9,4
2014-12-10,10399,0.0787402,0,0.984252,4.4,0,8.27666,3,2014,12,0,329,1,1,4.4,10,4
2014-12-11,18141,0.011811,1.1811,0,3.3,-0.5,7.60558,4,2014,12,0,329,1,1,3.8,11,4
2014-12-12,17892,0,0,0,3.3,0,8.05297,5,2014,12,0,328,1,1,3.3,12,4
2014-12-13,12549,0,0,0,6.7,1.1,8.94775,6,2014,12,0,328,0,0,5.6,13,4
2014-12-14,11941,0,0,0,7.8,3.3,6.03973,0,2014,12,0,328,0,0,4.5,14,4
2014-12-15,19382,0,0,0,8.9,2.8,2.68432,1,2014,12,0,328,1,1,6.1,15,4
2014-12-16,16816,0.200787,0,0,9.4,3.3,3.80279,2,2014,12,0,328,1,1,6.1,16,4
2014-12-17,20346,0.019685,0,0,12.2,5.6,5.81603,3,2014,12,0,329,1,1,6.6,17,4
2014-12-18,19051,0,0,0,5.6,2.8,8.72405,4,2014,12,0,330,1,1,2.8,18,4
2014-12-19,17200,0,0,0,3.3,-0.5,7.1582,5,2014,12,0,329,1,1,3.8,19,4
2014-12-20,9582,0,0,0,0.6,-1,4.92126,6,2014,12,0,329,0,0,1.6,20,4
2014-12-21,8747,0,0,0,2.2,-0.5,4.92126,0,2014,12,0,329,0,0,2.7,21,4
2014-12-22,13560,0.0393701,0,0,6.7,1.7,6.03973,1,2014,12,0,330,1,1,5,22,4
2014-12-23,9422,0.161417,0,0,7.8,6.1,8.27666,2,2014,12,0,330,1,1,1.7,23,4
2014-12-24,4285,0.799213,0,0,14.4,6.7,5.81603,3,2014,12,1,330,1,0,7.7,24,4
2014-12-25,4890,0.0905512,0,0,16.7,6.7,9.61883,4,2014,12,1,330,1,0,10,25,4
2014-12-26,9895,0,0,0,10,4.4,5.81603,5,2014,12,0,330,1,1,5.6,26,4
2014-12-27,10247,0,0,0,12.8,6.7,4.47387,6,2014,12,0,330,0,0,6.1,27,4
2014-12-28,7902,0.0984252,0,0,12.2,6.1,5.81603,0,2014,12,0,330,0,0,6.1,28,4
2014-12-29,13549,0,0,0,6.7,1.1,5.14495,1,2014,12,0,330,1,1,5.6,29,4
2014-12-30,12196,0,0,0,1.1,-2.1,4.25018,2,2014,12,0,330,1,1,3.2,30,4
2014-12-31,9739,0,0,0,0,-2.7,5.59234,3,2014,12,0,330,1,1,2.7,31,4
2015-1-1,5317,0,0,0,3.9,-2.7,7.1582,4,2015,1,1,330,1,0,6.6,1,4
2015-1-2,11304,0,0,0,5.6,1.7,7.1582,5,2015,1,0,330,1,1,3.9,2,4
2015-1-3,4478,0.708661,0,0,5.6,0.6,6.48712,6,2015,1,0,330,0,0,5,3,4
2015-1-4,7849,0.299213,0,0,13.3,5,6.48712,0,2015,1,0,330,0,0,8.3,4,4
2015-1-5,14506,0,0,0,9.4,-6,10.5136,1,2015,1,0,330,1,1,15.4,5,4
2015-1-6,8739,0.0511811,0,0.984252,-5.5,-7.1,4.02649,2,2015,1,0,330,1,1,1.6,6,4
2015-1-7,9646,0,1.1811,0,-4.9,-12.7,12.7505,3,2015,1,0,330,1,1,7.8,7,4
2015-1-8,8779,0,0,0,-6,-13.2,8.72405,4,2015,1,0,330,1,1,7.2,8,4
2015-1-9,7930,0.0708661,0,1.49606,0.6,-7.1,8.72405,5,2015,1,0,330,1,1,7.7,9,4
2015-1-10,6109,0,1.1811,0,-4.9,-8.8,8.05297,6,2015,1,0,330,0,0,3.9,10,4
2015-1-11,7467,0,1.1811,0,2.8,-7.7,6.03973,0,2015,1,0,330,0,0,10.5,11,4
2015-1-12,8645,0.358268,0,0,3.9,1.7,3.80279,1,2015,1,0,330,1,1,2.2,12,4
2015-1-13,12797,0,0,0,2.2,-8.2,8.50036,2,2015,1,0,330,1,1,10.4,13,4
2015-1-14,13086,0,0,0,0,-8.8,6.26342,3,2015,1,0,330,1,1,8.8,14,4
2015-1-15,14075,0,0,0,1.7,-3.8,4.69757,4,2015,1,0,330,1,1,5.5,15,4
2015-1-16,13843,0,0,0,6.1,-6.6,9.84252,5,2015,1,0,330,1,1,12.7,16,4
2015-1-17,7491,0,0,0,0,-8.2,6.03973,6,2015,1,0,330,0,0,8.2,17,4
2015-1-18,1795,2.09843,0,0,5.6,-0.5,3.80279,0,2015,1,0,330,0,0,6.1,18,4
2015-1-19,10710,0,0,0,5.6,2.2,7.60558,1,2015,1,1,330,1,0,3.4,19,4
2015-1-20,16129,0,0,0,4.4,0,5.81603,2,2015,1,0,330,1,1,4.4,20,4
2015-1-21,15234,0,0,0,2.2,-3.8,4.25018,3,2015,1,0,330,1,1,6,21,4
2015-1-22,15864,0,0,0,4.4,-0.5,5.59234,4,2015,1,0,330,1,1,4.9,22,4
2015-1-23,15737,0,0,0,3.9,-2.1,5.59234,5,2015,1,0,330,1,1,6,23,4
2015-1-24,4814,0.720472,3.14961,3.58268,3.9,0.6,6.03973,6,2015,1,0,330,0,0,3.3,24,4
2015-1-25,9379,0,1.9685,0,5.6,-0.5,6.26342,0,2015,1,0,330,0,0,6.1,25,4
2015-1-26,4141,0.480315,1.9685,5.51181,-0.5,-5.5,12.7505,1,2015,1,0,330,1,1,5,26,4
2015-1-27,1214,0.358268,7.87402,4.29134,-1,-6.6,8.27666,2,2015,1,0,330,1,1,5.6,27,4
2015-1-28,5401,0,7.87402,0,1.1,-8.8,7.60558,3,2015,1,0,330,1,1,9.9,28,4
2015-1-29,8870,0.019685,5.90551,0,2.2,-7.1,3.80279,4,2015,1,0,330,1,1,9.3,29,4
2015-1-30,9015,0.0590551,7.08661,0.984252,3.3,-7.1,10.5136,5,2015,1,0,330,1,1,10.4,30,4
2015-1-31,5188,0,7.08661,0,-3.2,-10.5,12.3031,6,2015,1,0,330,0,0,7.3,31,4
2015-2-1,6441,0.0314961,5.90551,0.314961,2.2,-6.6,3.80279,0,2015,2,0,330,0,0,8.8,1,4
2015-2-2,1459,1.01969,7.08661,5,1.1,-9.9,9.84252,1,2015,2,0,330,1,1,11,2,4
